user_id,plan,country,device,tenure_months,watch_hours_t_minus_3,watch_hours_t_minus_2,watch_hours_t_minus_1,watch_hours_next_month
3027517,standard,AU,tv,57,12.1,12.67,13.06,8.17
3027518,premium,NL,tv,40,4.39,4.05,4.22,0.74
3027519,premium,BR,mobile,51,15.41,15.51,14.31,15.56
3027520,standard,ES,tv,32,18.36,17.19,20.07,21.16
3027521,free,US,tv,29,14.6,13.56,13.42,13.98
3027522,free,US,mobile,10,31.48,38.19,34.76,36.59
3027523,free,SE,tv,17,13.65,14.13,12.84,11.77
3027524,premium,US,tv,5,6.65,7.26,7.44,6.69
3027525,standard,US,mobile,56,4.7,6.29,7.03,2.66
3027526,standard,NL,tv,19,12.79,14.15,16.14,10.76
3027527,premium,FR,mobile,9,4.8,4.2,4.52,3.32
3027528,free,IT,tv,45,7.94,8.96,9.45,14.23
3027529,premium,ES,mobile,3,14.7,17.26,18.81,0.0
3027530,standard,FR,tv,46,29.97,29.43,29.95,32.53
3027531,free,US,mobile,32,10.05,8.5,8.47,3.94
3027532,standard,US,mobile,45,18.04,22.5,24.19,18.0
3027533,free,US,tv,36,17.85,22.46,29.33,25.91
3027534,standard,FR,tv,47,4.7,5.45,5.53,4.15
3027535,free,NL,mobile,41,5.7,6.66,6.5,5.68
3027536,free,JP,mobile,47,6.57,6.85,7.62,8.64
3027537,standard,FR,web,25,3.45,5.03,5.56,6.42
3027538,free,GB,mobile,21,19.49,18.74,18.98,11.32
3027539,free,DE,tv,50,31.25,27.36,25.12,23.05
3027540,premium,US,tv,19,11.48,10.58,10.86,15.41
3027541,free,AU,tv,41,16.95,15.28,13.76,13.2
3027542,standard,FR,tv,10,64.24,58.54,50.97,46.01
3027543,standard,CA,tv,50,7.44,7.46,7.44,9.04
3027544,free,US,tv,19,13.84,14.0,13.77,12.73
3027545,premium,GB,mobile,51,7.23,7.48,7.91,7.55
3027546,free,AU,mobile,56,5.74,6.06,6.3,7.65
3027547,free,ES,tv,53,8.97,8.37,8.26,5.7
3027548,free,BR,tv,40,16.22,15.11,17.35,17.42
3027549,standard,FR,tv,36,33.93,33.98,34.04,34.68
3027550,free,GB,tv,28,16.63,15.57,14.31,12.69
3027551,free,US,tv,6,6.81,6.69,6.1,7.16
3027552,standard,DE,tv,41,9.21,8.11,7.84,7.19
3027553,standard,US,mobile,13,11.93,10.69,11.06,13.67
3027554,free,ES,mobile,32,6.38,6.68,6.68,3.32
3027555,free,GB,mobile,12,14.54,13.26,15.52,13.5
3027556,free,FR,tv,24,12.75,12.9,13.21,8.21
3027557,free,IT,mobile,29,7.81,7.86,7.95,0.0
3027558,standard,US,mobile,32,2.89,2.46,2.54,0.43
3027559,free,GB,tv,10,11.96,10.66,10.28,9.46
3027560,free,SE,tv,49,31.02,29.84,27.61,24.16
3027561,free,US,mobile,19,13.21,13.02,14.35,14.61
3027562,standard,ES,tv,39,49.47,51.77,48.68,49.36
3027563,standard,SE,tv,14,16.59,18.13,18.62,16.83
3027564,free,ES,tv,42,6.66,7.74,7.35,6.86
3027565,standard,CA,tv,47,5.2,6.09,7.29,8.5
3027566,standard,FR,web,5,4.97,5.77,8.0,6.13
3027567,free,US,mobile,40,9.79,9.45,8.51,9.35
3027568,free,IT,tv,2,12.88,12.47,12.23,12.48
3027569,free,DE,mobile,49,5.64,6.29,5.88,2.58
3027570,premium,US,tv,26,6.48,6.06,6.07,4.62
3027571,free,US,web,1,8.37,8.48,8.39,8.44
3027572,free,IT,web,44,12.06,11.72,11.07,15.24
3027573,standard,BR,mobile,42,26.27,25.58,24.12,24.6
3027574,standard,ES,tv,45,9.69,9.78,9.02,9.95
3027575,standard,SE,web,1,3.78,3.64,3.32,0.7
3027576,free,GB,tv,54,25.55,24.26,24.6,22.05
3027577,free,NL,tv,22,7.88,10.91,10.13,10.95
3027578,standard,FR,mobile,48,17.23,17.08,15.62,18.82
3027579,standard,CA,mobile,1,26.95,23.02,23.68,20.64
3027580,premium,SE,tv,35,25.11,22.23,22.59,21.12
3027581,standard,JP,mobile,46,17.31,16.41,16.29,16.35
3027582,free,SE,web,42,12.91,12.81,13.01,11.78
3027583,free,NL,mobile,15,7.03,8.4,8.63,8.25
3027584,premium,FR,tv,8,5.45,6.04,5.78,10.18
3027585,standard,JP,tv,35,13.59,13.46,13.8,15.73
3027586,free,FR,web,59,6.45,6.02,5.67,7.5
3027587,free,SE,mobile,4,10.16,9.27,9.01,6.0
3027588,standard,GB,web,59,46.55,42.95,44.02,40.26
3027589,free,US,tv,1,6.42,5.83,5.49,4.13
3027590,standard,US,tv,20,15.68,15.44,14.93,13.94
3027591,standard,US,tv,56,10.11,9.0,9.65,10.73
3027592,free,IT,tv,29,7.82,7.39,7.33,9.58
3027593,premium,IT,web,55,7.67,8.06,8.42,8.39
3027594,premium,DE,tv,29,12.29,11.5,11.71,7.7
3027595,free,DE,mobile,15,53.68,55.36,58.73,51.24
3027596,free,US,mobile,47,14.36,15.53,15.9,13.17
3027597,premium,US,mobile,57,16.35,18.72,17.4,15.32
3027598,free,ES,mobile,25,6.14,7.26,7.14,6.23
3027599,premium,ES,mobile,7,5.65,4.69,5.06,4.68
3027600,free,FR,tv,5,8.83,8.65,7.86,8.67
3027601,standard,IT,mobile,11,43.44,37.68,35.71,34.8
3027602,standard,CA,tv,2,6.91,6.74,7.13,6.72
3027603,free,BR,tv,27,13.84,13.3,14.33,12.87
3027604,standard,FR,mobile,43,10.04,10.49,11.41,14.29
3027605,free,NL,tv,38,9.26,10.35,10.29,0.0
3027606,free,FR,tv,46,10.54,10.41,9.99,14.56
3027607,free,FR,mobile,21,9.37,10.34,14.34,17.41
3027608,free,US,mobile,22,7.99,7.6,8.37,11.22
3027609,free,DE,mobile,27,15.21,16.4,15.76,17.83
3027610,free,NL,mobile,49,40.5,43.33,42.36,33.93
3027611,free,BR,mobile,7,7.41,9.51,10.42,12.21
3027612,free,US,tv,2,6.74,8.21,7.79,3.91
3027613,free,DE,mobile,57,11.82,14.37,13.38,15.0
3027614,premium,FR,tv,29,20.36,19.57,19.33,18.17
3027615,free,AU,mobile,8,4.46,5.63,5.57,7.81
3027616,standard,US,web,45,27.05,30.82,31.64,21.73
3027617,free,US,mobile,4,9.62,9.68,11.35,12.58
3027618,free,CA,mobile,19,8.7,9.93,10.49,5.2
3027619,free,US,tv,9,12.86,11.38,10.94,15.72
3027620,free,US,tv,38,13.87,12.29,12.6,15.93
3027621,standard,CA,tv,13,5.52,5.57,6.14,8.55
3027622,standard,FR,mobile,39,8.06,6.79,6.7,10.72
3027623,free,FR,tv,6,3.4,3.2,3.85,0.0
3027624,free,DE,tv,11,5.11,4.91,4.84,4.04
3027625,premium,US,tv,17,21.89,21.9,23.25,22.4
3027626,free,SE,web,47,8.84,10.62,10.36,10.17
3027627,standard,IT,tv,4,10.78,10.82,10.9,9.17
3027628,standard,GB,mobile,5,18.83,17.37,16.21,19.81
3027629,free,FR,web,13,15.53,13.27,12.75,11.88
3027630,free,US,tv,52,17.18,18.31,18.96,0.0
3027631,free,JP,tv,13,26.33,24.43,26.3,26.85
3027632,standard,US,mobile,40,16.88,16.05,15.36,0.0
3027633,premium,FR,mobile,1,7.11,6.77,6.57,6.51
3027634,free,US,web,50,24.17,28.55,28.33,26.37
3027635,premium,BR,mobile,6,2.48,3.12,3.14,4.19
3027636,free,NL,tv,18,23.94,24.42,22.66,20.48
3027637,free,US,tv,41,9.32,9.33,9.87,6.24
3027638,standard,US,mobile,48,19.3,20.07,19.41,20.12
3027639,premium,NL,tv,46,3.78,3.95,3.92,0.18
3027640,free,US,tv,3,19.93,20.96,20.42,17.73
3027641,standard,US,mobile,14,7.99,10.12,9.83,9.08
3027642,free,US,mobile,5,6.17,6.67,7.33,6.43
3027643,premium,US,tv,42,19.78,24.3,25.06,23.46
3027644,standard,FR,mobile,16,20.39,20.85,22.49,21.9
3027645,standard,NL,web,25,9.67,9.93,12.45,12.51
3027646,standard,US,mobile,30,14.04,12.76,12.69,12.29
3027647,standard,US,mobile,21,6.81,6.57,6.72,8.44
3027648,premium,ES,mobile,29,6.91,6.21,6.98,9.13
3027649,standard,BR,tv,42,13.69,15.72,14.59,10.79
3027650,free,GB,mobile,47,3.86,4.61,4.56,0.19
3027651,premium,US,tv,49,28.41,30.57,32.8,29.93
3027652,standard,FR,mobile,8,46.68,40.1,38.11,33.88
3027653,standard,DE,tv,35,21.21,22.02,23.14,22.63
3027654,standard,GB,web,59,20.01,21.68,19.78,21.91
3027655,free,US,mobile,31,5.4,5.31,5.52,7.23
3027656,free,ES,tv,38,5.65,5.63,5.76,4.06
3027657,free,BR,mobile,28,23.43,23.71,23.84,21.7
3027658,premium,FR,tv,20,16.53,15.11,15.18,10.4
3027659,standard,BR,mobile,19,11.39,13.03,12.72,12.21
3027660,premium,GB,tv,45,14.02,16.97,21.15,0.0
3027661,free,US,tv,47,43.71,43.67,49.04,0.0
3027662,premium,IT,mobile,16,8.22,8.04,7.36,6.24
3027663,free,IT,tv,45,32.19,29.43,29.32,27.91
3027664,free,BR,mobile,15,4.11,3.95,3.73,0.0
3027665,premium,DE,web,46,14.36,14.08,13.28,3.47
3027666,standard,GB,tv,13,6.95,6.96,6.52,5.53
3027667,premium,DE,tv,52,14.97,14.08,14.28,13.52
3027668,standard,US,mobile,42,34.38,33.19,36.23,37.02
3027669,free,FR,tv,55,4.33,5.02,5.78,7.45
3027670,free,JP,tv,53,3.37,3.24,3.06,1.16
3027671,premium,FR,mobile,54,8.51,7.47,7.59,0.4
3027672,free,ES,web,11,6.32,6.05,5.91,9.13
3027673,standard,US,mobile,43,2.64,2.64,2.4,2.63
3027674,free,NL,web,21,16.02,14.32,14.72,13.13
3027675,free,DE,web,22,12.64,13.04,13.02,13.99
3027676,premium,US,mobile,46,8.08,8.32,8.18,3.27
3027677,premium,FR,tv,42,18.85,16.9,16.55,15.73
3027678,free,US,tv,59,16.84,17.03,16.53,0.0
3027679,free,GB,mobile,54,39.76,37.06,34.96,32.91
3027680,free,ES,mobile,44,11.92,11.34,11.41,6.64
3027681,free,NL,tv,10,5.46,4.59,4.51,0.0
3027682,premium,US,mobile,51,16.14,16.87,18.69,19.97
3027683,free,BR,tv,6,5.61,5.4,5.35,9.52
3027684,free,US,mobile,49,15.03,14.25,14.18,10.36
3027685,standard,SE,tv,38,35.06,32.15,34.08,33.94
3027686,standard,FR,mobile,10,10.72,12.32,13.78,0.0
3027687,free,BR,mobile,32,12.91,13.82,14.66,16.41
3027688,premium,US,mobile,11,6.25,5.31,5.18,5.11
3027689,free,ES,tv,17,33.94,32.48,31.86,27.42
3027690,free,GB,tv,16,1.61,1.73,1.74,3.48
3027691,premium,GB,tv,21,48.02,45.31,43.22,37.22
3027692,free,CA,mobile,56,48.08,51.25,50.15,46.27
3027693,premium,GB,tv,14,12.85,11.8,11.66,11.01
3027694,standard,US,web,59,6.85,8.94,8.76,5.33
3027695,premium,DE,tv,41,7.66,9.23,9.06,0.0
3027696,free,FR,tv,24,18.63,20.59,21.54,0.0
3027697,free,US,tv,46,3.38,3.28,3.27,0.0
3027698,premium,US,tv,52,5.73,6.08,7.09,4.67
3027699,premium,ES,mobile,12,13.58,13.83,13.0,7.99
3027700,premium,JP,web,15,27.56,28.4,30.69,31.75
3027701,free,US,mobile,26,4.97,5.54,5.76,9.7
3027702,standard,NL,mobile,23,19.11,17.57,17.96,20.12
3027703,free,SE,tv,8,15.32,14.94,14.17,13.0
3027704,free,ES,tv,46,14.83,16.98,17.92,15.22
3027705,standard,IT,web,4,27.47,25.74,25.37,27.63
3027706,standard,BR,tv,10,5.92,6.33,6.21,2.83
3027707,standard,US,mobile,4,55.57,73.72,73.58,68.45
3027708,free,CA,mobile,33,18.46,22.95,24.74,22.52
3027709,standard,US,mobile,24,6.61,6.02,5.87,12.0
3027710,premium,FR,tv,58,7.36,6.6,6.88,5.74
3027711,free,IT,tv,48,24.26,23.72,22.9,0.0
3027712,premium,US,web,19,13.57,11.56,10.18,15.08
3027713,premium,FR,tv,21,9.13,9.21,9.18,11.83
3027714,free,FR,mobile,1,51.19,45.75,44.94,0.0
3027715,standard,US,tv,41,20.52,20.0,20.12,21.53
3027716,premium,US,mobile,8,7.51,7.34,7.77,7.0
3027717,standard,FR,tv,34,11.74,10.96,10.27,9.15
3027718,free,FR,mobile,35,1.88,2.03,2.12,0.0
3027719,standard,ES,tv,24,9.83,10.44,11.6,9.28
3027720,standard,FR,mobile,53,1.78,2.1,2.43,4.55
3027721,standard,BR,web,10,4.22,5.0,5.0,1.61
3027722,free,NL,tv,17,3.58,4.06,4.3,4.15
3027723,free,IT,mobile,11,18.99,20.37,20.33,20.37
3027724,standard,US,tv,28,17.71,14.64,13.92,13.62
3027725,free,GB,mobile,39,18.63,17.47,17.05,18.01
3027726,premium,FR,tv,4,3.75,4.15,4.07,5.7
3027727,free,AU,mobile,20,30.95,29.66,28.75,28.42
3027728,premium,FR,web,3,17.16,15.68,14.91,16.82
3027729,free,US,mobile,41,5.13,5.28,5.06,9.39
3027730,premium,FR,tv,45,10.51,10.57,9.68,7.56
3027731,premium,CA,mobile,36,35.44,37.79,37.44,34.73
3027732,free,FR,tv,21,7.9,8.31,8.23,6.15
3027733,free,FR,mobile,40,17.65,15.99,16.54,21.66
3027734,premium,FR,tv,8,6.7,8.23,9.4,7.5
3027735,standard,SE,mobile,41,12.56,10.74,10.13,11.17
3027736,standard,DE,web,51,14.64,13.78,14.13,10.31
3027737,free,AU,mobile,27,13.42,13.66,12.83,10.65
3027738,premium,AU,tv,43,9.88,9.89,9.44,11.93
3027739,standard,IT,tv,25,15.63,14.06,13.59,7.9
3027740,free,FR,tv,30,3.56,4.54,5.37,1.75
3027741,free,CA,tv,39,4.31,3.84,3.66,0.0
3027742,free,DE,mobile,18,18.58,23.86,24.1,19.31
3027743,standard,DE,tv,56,8.09,7.19,6.94,7.16
3027744,premium,ES,mobile,28,13.06,13.83,13.63,14.55
3027745,free,IT,mobile,36,13.43,13.16,13.64,8.72
3027746,free,AU,mobile,7,10.03,9.48,9.69,0.0
3027747,free,CA,mobile,51,46.56,48.38,45.09,43.33
3027748,free,DE,tv,28,3.62,3.89,3.91,5.21
3027749,premium,FR,mobile,14,9.43,10.08,9.76,12.23
3027750,standard,JP,tv,20,11.96,10.41,9.82,10.45
3027751,free,FR,mobile,5,27.58,22.61,22.68,22.27
3027752,free,GB,mobile,12,10.63,10.22,10.42,13.53
3027753,free,FR,tv,37,5.69,6.59,6.41,3.06
3027754,standard,US,tv,52,3.43,3.71,3.62,4.93
3027755,free,GB,tv,23,7.1,7.26,7.56,10.07
3027756,free,IT,tv,5,4.13,4.4,4.25,5.87
3027757,premium,CA,tv,38,15.92,18.22,18.5,0.0
3027758,standard,JP,mobile,57,5.65,5.28,4.71,4.33
3027759,standard,GB,mobile,9,12.85,12.73,12.52,13.17
3027760,free,US,tv,57,30.15,29.75,35.42,36.06
3027761,free,GB,mobile,24,26.95,26.0,26.02,25.68
3027762,premium,US,web,30,17.57,15.99,14.53,0.0
3027763,standard,DE,web,52,7.91,9.33,10.33,13.59
3027764,standard,JP,tv,55,19.38,17.73,18.86,14.87
3027765,standard,DE,web,17,56.32,50.86,47.4,42.53
3027766,free,FR,mobile,36,4.11,4.76,5.19,8.08
3027767,standard,IT,tv,58,3.36,3.56,3.4,3.91
3027768,free,US,tv,27,6.22,6.34,5.97,4.32
3027769,free,US,tv,35,6.81,7.15,7.5,4.73
3027770,standard,BR,tv,37,8.27,8.95,9.84,8.93
3027771,free,FR,mobile,47,39.7,38.37,36.04,33.72
3027772,free,GB,mobile,29,10.04,13.01,11.64,11.86
3027773,free,BR,tv,21,9.28,8.24,8.38,4.1
3027774,free,US,mobile,12,61.92,51.19,48.54,48.45
3027775,premium,DE,tv,28,6.99,6.86,7.07,9.57
3027776,premium,GB,tv,1,15.77,20.43,20.81,20.19
3027777,free,ES,tv,25,9.41,8.76,8.25,0.0
3027778,free,CA,tv,20,22.48,26.11,27.52,23.14
3027779,premium,SE,mobile,45,9.1,8.1,8.96,7.73
3027780,free,US,tv,11,6.24,8.09,8.05,10.59
3027781,standard,GB,web,10,4.48,4.08,3.89,7.54
3027782,free,FR,web,31,8.79,8.11,7.72,6.28
3027783,standard,FR,tv,29,4.61,4.6,4.66,4.64
3027784,free,US,mobile,25,12.47,13.19,12.81,10.25
3027785,standard,US,mobile,3,4.74,4.16,4.96,5.68
3027786,standard,GB,tv,42,3.22,3.4,3.4,0.0
3027787,free,ES,tv,45,19.21,19.63,18.41,18.63
3027788,free,US,mobile,22,4.99,5.01,5.06,8.44
3027789,standard,SE,web,3,9.28,9.26,8.52,7.59
3027790,premium,NL,tv,8,95.29,85.74,82.4,77.87
3027791,free,IT,web,26,8.64,7.63,8.0,6.74
3027792,free,US,mobile,35,24.72,25.88,25.5,25.42
3027793,standard,US,tv,19,5.94,6.3,6.02,3.66
3027794,free,FR,mobile,42,21.43,18.68,17.28,11.11
3027795,premium,US,tv,20,14.24,15.21,14.87,13.54
3027796,premium,AU,mobile,16,3.97,4.41,3.93,1.02
3027797,free,DE,tv,7,3.03,3.24,3.64,3.23
3027798,standard,DE,tv,16,27.07,24.51,24.13,20.12
3027799,standard,DE,tv,44,8.78,7.93,8.29,9.89
3027800,free,ES,web,23,13.64,11.4,11.38,10.79
3027801,standard,JP,tv,14,17.07,16.37,16.37,13.36
3027802,free,FR,mobile,10,25.55,26.76,26.29,22.38
3027803,free,NL,tv,30,7.9,8.66,9.03,12.47
3027804,standard,DE,mobile,27,12.1,12.91,13.08,5.77
3027805,standard,US,tv,54,7.62,7.74,7.29,10.22
3027806,standard,GB,mobile,42,10.31,10.3,9.7,5.65
3027807,free,GB,tv,33,7.23,8.12,8.19,5.73
3027808,standard,FR,web,33,6.81,6.33,6.64,8.67
3027809,free,FR,mobile,32,42.17,42.4,46.22,44.84
3027810,standard,ES,web,28,5.37,5.55,6.1,7.0
3027811,free,IT,tv,9,1.56,1.56,1.42,0.0
3027812,standard,ES,tv,2,8.29,7.39,7.19,0.0
3027813,free,US,mobile,41,2.52,2.97,2.87,0.0
3027814,free,GB,mobile,40,13.51,14.36,14.94,14.1
3027815,free,JP,mobile,18,8.69,10.37,11.48,14.21
3027816,standard,JP,tv,35,63.1,57.71,57.17,51.04
3027817,free,US,mobile,26,29.76,28.38,26.07,24.08
3027818,free,FR,mobile,35,1.36,1.88,2.27,0.41
3027819,free,ES,web,26,4.05,3.68,3.77,5.89
3027820,standard,FR,mobile,37,8.54,8.6,8.87,0.0
3027821,premium,BR,tv,15,13.29,13.71,15.67,15.76
3027822,premium,US,tv,49,20.1,18.22,18.42,16.35
3027823,premium,FR,mobile,4,13.92,15.04,14.72,15.01
3027824,premium,BR,mobile,59,19.48,18.44,19.31,14.05
3027825,free,US,web,39,8.77,8.92,8.39,11.54
3027826,free,FR,tv,24,11.89,11.62,10.53,6.91
3027827,free,NL,mobile,50,11.92,12.0,13.54,13.89
3027828,free,FR,web,47,9.83,10.76,11.45,11.4
3027829,premium,DE,tv,7,19.79,17.33,17.19,18.36
3027830,premium,US,tv,50,6.27,6.31,6.53,4.92
3027831,standard,FR,tv,22,8.96,8.74,10.95,6.67
3027832,premium,FR,tv,23,18.48,18.96,20.39,20.25
3027833,standard,FR,tv,21,5.02,6.73,7.24,6.15
3027834,free,DE,mobile,13,14.75,14.52,13.56,14.57
3027835,free,AU,mobile,5,5.4,5.47,6.07,3.11
3027836,premium,IT,tv,9,6.61,7.58,9.27,5.66
3027837,standard,IT,tv,19,11.76,12.92,12.83,9.85
3027838,free,ES,tv,41,18.35,17.63,17.79,13.97
3027839,free,BR,mobile,26,7.03,5.8,6.02,0.0
3027840,standard,GB,tv,42,0.77,0.83,1.01,0.0
3027841,standard,CA,tv,49,24.23,21.92,21.06,17.5
3027842,standard,GB,tv,19,30.09,31.85,30.61,26.13
3027843,premium,ES,tv,3,4.29,3.58,3.29,0.0
3027844,free,FR,mobile,36,15.48,14.38,13.1,13.33
3027845,premium,BR,tv,28,10.83,10.88,11.43,11.21
3027846,standard,US,tv,37,34.19,38.89,36.43,38.41
3027847,standard,BR,tv,23,24.56,25.08,26.53,25.29
3027848,premium,NL,mobile,47,14.25,16.17,16.53,0.0
3027849,premium,FR,mobile,58,8.14,7.2,7.87,1.82
3027850,free,US,mobile,11,2.51,2.85,2.6,3.89
3027851,premium,JP,mobile,57,19.01,19.16,17.47,17.7
3027852,standard,FR,mobile,46,4.04,4.35,4.52,8.39
3027853,free,BR,web,56,1.78,2.47,2.52,5.32
3027854,standard,US,tv,15,78.13,69.44,67.62,64.88
3027855,free,DE,mobile,21,7.27,7.77,7.44,10.72
3027856,standard,JP,mobile,56,20.59,17.68,16.3,0.0
3027857,free,ES,mobile,16,31.36,27.32,26.19,22.74
3027858,free,DE,web,59,22.91,22.0,20.2,17.48
3027859,free,IT,mobile,8,1.51,1.95,1.84,0.0
3027860,standard,US,mobile,37,34.16,34.04,33.32,33.54
3027861,free,FR,tv,54,7.7,10.97,10.87,11.45
3027862,standard,ES,web,33,20.12,19.64,18.2,18.95
3027863,standard,SE,tv,18,9.15,8.14,7.47,14.22
3027864,free,IT,mobile,34,3.65,4.46,4.85,0.0
3027865,free,DE,tv,43,6.7,7.64,7.46,12.45
3027866,free,FR,mobile,20,6.79,6.01,6.0,6.0
3027867,premium,FR,tv,13,10.17,9.22,8.55,9.37
3027868,premium,US,mobile,39,27.53,31.33,30.2,30.53
3027869,free,AU,tv,15,8.6,8.27,7.96,3.64
3027870,free,DE,mobile,17,18.38,17.68,17.43,19.75
3027871,standard,BR,mobile,38,6.49,6.23,5.91,9.72
3027872,free,FR,mobile,7,11.19,13.32,13.26,0.0
3027873,free,DE,mobile,38,10.1,10.3,10.44,6.94
3027874,free,US,mobile,16,6.31,7.94,8.25,0.0
3027875,standard,AU,mobile,19,4.14,3.77,3.7,0.0
3027876,free,US,mobile,17,29.7,24.33,24.0,20.49
3027877,premium,FR,mobile,26,6.44,6.98,7.11,5.24
3027878,free,FR,tv,26,12.84,15.39,15.24,12.91
3027879,free,FR,tv,28,3.12,3.01,3.2,5.35
3027880,premium,US,mobile,33,9.36,10.32,9.68,9.62
3027881,free,CA,mobile,59,2.34,2.57,2.36,5.03
3027882,free,AU,tv,18,6.86,6.63,6.57,4.43
3027883,free,GB,tv,39,5.92,6.14,6.18,10.14
3027884,standard,NL,mobile,39,25.88,28.55,29.07,20.71
3027885,standard,US,web,19,27.77,32.12,32.2,34.22
3027886,standard,JP,mobile,23,28.21,25.62,24.22,21.45
3027887,free,US,tv,9,17.33,14.84,15.16,6.96
3027888,free,DE,mobile,39,13.84,16.14,15.44,16.91
3027889,free,FR,web,54,8.41,8.89,8.22,11.78
3027890,free,AU,tv,10,9.08,9.27,8.69,9.57
3027891,free,US,tv,12,7.87,6.99,6.23,1.76
3027892,standard,US,web,28,22.65,24.61,23.75,22.84
3027893,standard,US,mobile,59,11.75,10.55,10.26,9.54
3027894,standard,DE,mobile,57,20.18,19.53,19.48,16.34
3027895,standard,DE,tv,19,3.49,3.25,3.47,0.0
3027896,standard,ES,mobile,40,29.49,32.65,35.29,35.09
3027897,free,BR,mobile,26,5.06,6.2,6.31,1.43
3027898,standard,IT,tv,40,5.85,7.94,8.06,10.89
3027899,free,DE,mobile,37,12.58,12.98,12.45,12.07
3027900,standard,GB,web,59,6.27,5.68,5.44,4.98
3027901,free,CA,web,34,11.77,11.93,11.92,9.02
3027902,standard,DE,tv,4,8.36,8.38,8.4,12.04
3027903,premium,US,tv,6,23.24,22.79,23.2,21.81
3027904,free,ES,mobile,29,9.78,8.42,8.55,7.14
3027905,free,ES,mobile,13,21.3,23.61,22.42,18.09
3027906,premium,AU,web,33,8.9,11.61,11.55,13.19
3027907,free,US,mobile,48,6.2,6.58,6.56,8.51
3027908,free,DE,mobile,9,14.81,13.71,12.82,12.92
3027909,free,ES,mobile,34,9.54,10.25,11.43,13.25
3027910,free,IT,tv,57,4.61,4.67,4.67,0.0
3027911,standard,FR,tv,59,7.97,8.36,8.53,7.85
3027912,premium,JP,mobile,48,17.1,15.68,14.91,16.54
3027913,standard,FR,mobile,48,17.14,21.26,21.45,11.75
3027914,standard,US,tv,14,32.53,31.85,30.57,29.99
3027915,standard,IT,tv,57,10.95,9.8,9.72,11.21
3027916,premium,US,tv,14,32.84,30.96,27.66,26.79
3027917,free,FR,tv,35,25.63,35.09,34.91,36.71
3027918,standard,AU,tv,26,6.04,6.37,6.84,6.33
3027919,free,ES,mobile,24,6.02,5.94,6.21,3.23
3027920,free,AU,mobile,26,6.92,8.14,7.9,8.04
3027921,standard,FR,web,40,28.23,28.95,27.87,30.43
3027922,standard,FR,tv,45,19.24,19.06,18.32,15.54
3027923,premium,US,web,29,10.39,10.83,11.26,14.54
3027924,free,FR,mobile,35,18.42,16.17,17.62,15.38
3027925,free,DE,mobile,49,5.38,4.81,4.51,4.14
3027926,free,AU,tv,47,2.64,3.64,3.71,5.76
3027927,free,US,tv,16,20.41,18.64,18.21,0.0
3027928,free,IT,tv,12,2.97,2.88,2.9,3.64
3027929,standard,ES,tv,3,7.66,7.29,6.98,5.48
3027930,standard,FR,tv,38,17.06,18.12,18.49,20.63
3027931,free,US,tv,28,13.18,13.92,14.18,17.43
3027932,free,ES,web,9,16.08,18.71,18.47,0.0
3027933,free,FR,mobile,17,14.34,14.39,14.7,13.99
3027934,standard,DE,tv,17,65.23,68.99,65.04,63.86
3027935,free,ES,tv,28,37.48,36.28,36.11,0.0
3027936,free,US,tv,13,8.13,8.27,7.69,4.84
3027937,free,US,web,24,1.39,1.56,1.66,2.85
3027938,free,IT,mobile,6,10.71,10.41,9.54,11.78
3027939,free,DE,web,14,102.81,103.78,98.55,97.83
3027940,premium,GB,tv,11,8.19,8.33,10.02,5.39
3027941,free,US,mobile,52,5.73,5.31,4.89,7.53
3027942,free,BR,tv,37,20.67,19.45,19.41,0.0
3027943,free,GB,tv,44,6.89,7.32,8.55,0.0
3027944,free,CA,mobile,6,4.08,4.82,5.47,0.0
3027945,premium,BR,mobile,58,2.48,2.33,2.86,6.18
3027946,standard,GB,web,6,8.98,8.24,8.43,10.5
3027947,free,ES,mobile,30,15.58,14.76,13.3,17.76
3027948,standard,US,tv,57,19.75,19.19,18.94,20.77
3027949,free,DE,mobile,20,12.35,12.03,11.13,9.37
3027950,free,ES,tv,2,14.38,12.91,12.98,10.99
3027951,free,DE,mobile,35,4.22,5.11,4.7,4.73
3027952,premium,AU,tv,24,6.79,6.48,6.97,8.58
3027953,standard,GB,tv,7,11.4,11.31,12.0,5.22
3027954,free,FR,tv,44,9.79,9.73,9.25,11.35
3027955,standard,FR,mobile,30,11.57,12.27,12.08,8.07
3027956,free,FR,mobile,6,5.76,5.75,5.19,0.0
3027957,free,JP,tv,57,19.72,19.82,19.4,19.33
3027958,free,US,tv,22,30.26,30.59,31.46,33.5
3027959,free,NL,tv,46,5.14,4.42,4.22,2.95
3027960,free,DE,web,51,7.88,7.89,7.62,0.0
3027961,premium,JP,web,54,58.29,52.13,49.71,47.23
3027962,free,DE,mobile,26,3.51,3.83,3.65,2.84
3027963,free,SE,mobile,14,6.12,6.16,5.9,1.91
3027964,free,ES,tv,49,45.46,37.62,33.7,33.38
3027965,free,US,tv,2,13.59,12.17,12.72,12.06
3027966,free,GB,mobile,4,7.95,8.2,8.26,5.03
3027967,free,US,web,44,4.53,4.03,4.13,2.15
3027968,free,US,tv,12,21.74,18.4,18.14,18.03
3027969,free,US,mobile,48,28.98,26.78,25.14,20.51
3027970,free,US,tv,25,16.84,15.03,16.88,14.05
3027971,standard,DE,tv,20,6.88,6.93,6.78,13.94
3027972,premium,ES,mobile,32,9.63,9.98,9.54,6.94
